97.32,103.19,106.63,105.86,98.54,107.33,110.63,102.28,99.83,97.43,99.49,98.99,103.0,116.38,120.1,130.87,134.58,136.31,128.9
98.7,99.4,101.49,103.0,101.97,106.05,109.15,108.46,107.02,109.74,110.55,112.48,120.04,124.61,134.34,137.34,141.33,143.84,142.05
99.86,101.83,99.48,99.31,103.85,105.0,101.03,99.84,104.25,105.2,109.59,110.17,114.84,122.2,130.08,133.02,141.22,140.27,133.45
93.97,95.51,97.35,98.23,97.25,97.51,99.34,101.3,100.21,101.96,103.9,105.99,110.69,118.36,127.27,130.31,135.26,141.41,126.03
95.7,95.78,94.73,97.81,97.71,99.67,98.95,99.67,103.25,103.56,104.02,105.18,112.13,119.9,123.59,132.46,131.19,136.5,120.09
95.99,94.33,94.54,98.48,97.13,99.25,99.93,101.09,100.29,101.92,105.02,106.91,109.36,116.41,124.97,127.7,129.12,130.3,111.42
95.29,95.72,95.35,95.41,98.17,102.73,104.85,106.77,104.97,102.69,106.27,105.94,112.32,122.13,124.56,130.73,130.85,127.27,105.61
91.89,92.08,93.19,92.88,93.63,95.1,96.05,96.72,99.53,98.48,38.74,34.2,43.58,112.82,118.9,124.97,126.12,124.41,110.35
89.17,89.59,92.44,92.16,93.0,95.62,97.12,98.12,100.46,97.63,37.3,95.57,41.12,106.6,112.87,117.01,117.26,112.43,96.79
92.51,92.0,94.78,97.03,98.11,98.39,100.86,101.24,100.93,101.18,36.69,46.83,42.96,110.88,117.54,118.7,120.13,123.53,98.98
94.46,95.71,96.64,104.59,105.14,104.27,104.4,106.07,106.51,103.41,99.36,101.06,107.79,111.09,114.01,120.57,123.89,123.77,104.17
93.86,97.09,101.22,104.25,106.93,218.93,224.37,222.84,108.0,106.64,104.26,104.63,107.7,111.75,114.43,119.06,124.51,128.85,108.73
90.45,94.0,96.17,100.01,102.63,220.92,106.02,218.23,107.36,103.16,101.06,103.0,105.04,108.04,110.61,117.75,120.0,121.99,100.09
87.26,95.98,96.48,98.86,101.56,220.68,222.32,219.62,103.4,104.2,101.92,103.65,107.96,113.11,118.13,122.53,125.84,125.73,116.64
83.66,92.04,95.23,97.1,96.68,97.63,98.79,99.02,99.5,98.92,98.44,100.95,105.5,109.6,114.51,119.04,125.02,124.98,114.03
80.9,86.46,93.32,97.28,97.73,97.08,98.94,99.13,98.92,98.84,95.35,94.89,102.01,107.97,112.48,117.3,119.31,116.66,113.29
83.6,90.67,95.36,96.2,97.37,96.32,99.49,97.3,97.79,97.96,98.02,98.32,101.87,107.13,110.46,119.03,118.45,120.15,113.68
81.93,89.62,92.11,94.68,96.04,95.93,99.65,99.77,99.67,99.54,101.0,100.19,105.88,110.94,119.38,128.35,128.23,129.01,126.19
72.72,86.89,95.04,98.49,98.36,100.0,99.13,99.24,96.41,95.07,99.68,103.13,108.24,116.55,129.85,132.8,129.65,133.76,127.75
